NORDENTRANS;CODENCUEST;ANO;MES;RESULTA;FECRESULTA;ENVIO;TIPOREGIST;SGSPRIGRAB;SGSTOTDEPU;NUMACCDEPU;SWGESTORIA;CODTAME
390012970SS;S;2015;8;6;03/09/2015;81502;W;0;6;1;0;12
390012970SS;S;2015;9;6;06/10/2015;91502;W;0;5;1;0;12
390012970SS;S;2015;10;6;03/11/2015;101502;W;0;5;1;0;12
390012970SS;S;2015;11;6;09/12/2015;111502;W;0;5;1;0;12
390012970SS;S;2015;12;6;19/01/2016;121502;W;0;6;1;0;12
396012985SS;S;2015;1;6;17/02/2015;11502;W;0;32;2;0;14
396012985SS;S;2015;2;6;09/03/2015;21502;W;0;10;1;0;14
396012985SS;S;2015;3;6;06/04/2015;31502;W;0;14;1;0;14
396012985SS;S;2015;4;6;07/05/2015;41502;W;0;8;1;0;14
396012985SS;S;2015;5;6;08/06/2015;51502;W;0;14;1;0;14
396012985SS;S;2015;6;6;07/07/2015;61502;W;0;5;1;0;14
396012985SS;S;2015;7;6;18/08/2015;71502;W;0;8;1;0;14
396012985SS;S;2015;8;6;07/09/2015;81502;W;0;9;1;0;14
396012985SS;S;2015;9;6;07/10/2015;91502;W;0;12;1;0;14
396012985SS;S;2015;10;6;06/11/2015;101502;W;0;4;1;0;14
396012985SS;S;2015;11;6;04/12/2015;111502;W;0;9;1;0;14
396012985SS;S;2015;12;6;11/01/2016;121502;W;0;9;1;0;14
394012987SS;S;2015;1;6;04/02/2015;11502;E;28;15;1;0;12
394012987SS;S;2015;2;6;16/03/2015;21502;E;20;15;1;0;12
394012987SS;S;2015;3;6;10/04/2015;31502;E;18;44;1;0;12
394012987SS;S;2015;4;6;11/05/2015;41502;E;22;24;1;0;12
394012987SS;S;2015;5;6;03/06/2015;51502;E;22;18;1;0;12
394012987SS;S;2015;6;6;10/07/2015;61502;E;30;14;1;0;12
394012987SS;S;2015;7;6;01/09/2015;81502;E;27;39;2;0;12
394012987SS;S;2015;8;6;22/09/2015;81502;E;12;5;2;0;12
394012987SS;S;2015;9;6;02/10/2015;91502;E;24;12;1;0;12
394012987SS;S;2015;10;6;04/11/2015;101502;E;22;13;1;0;12
394012987SS;S;2015;11;6;03/12/2015;111502;E;20;40;1;0;12
394012987SS;S;2015;12;6;11/01/2016;121502;E;24;44;1;0;12
393012997SS;S;2015;9;9;06/11/2015;101502;;0;0;0;0;14
393012997SS;S;2015;10;9;06/11/2015;101502;;0;0;0;0;14
393012997SS;S;2015;11;9;06/11/2015;111502;;0;0;0;0;14
393012997SS;S;2015;12;9;06/11/2015;121502;;0;0;0;0;14
344022064MM;M;2015;1;6;10/02/2015;11502;W;0;6;1;0;16
344022064MM;M;2015;2;6;02/03/2015;21502;W;0;27;1;0;16
344022064MM;M;2015;3;6;06/04/2015;31502;W;0;16;1;0;16
344022064MM;M;2015;4;6;20/05/2015;51502;W;0;10;1;0;16
344022064MM;M;2015;5;6;09/06/2015;51502;W;0;60;2;0;16
344022064MM;M;2015;6;6;03/07/2015;61502;W;0;15;1;0;16
344022064MM;M;2015;7;6;12/08/2015;71502;W;0;21;1;0;16
344022064MM;M;2015;8;6;07/10/2015;91502;W;0;7;2;0;16
344022064MM;M;2015;9;6;07/10/2015;91502;W;0;74;1;0;16
344022064MM;M;2015;10;6;16/11/2015;101502;W;0;11;1;0;16
344022064MM;M;2015;11;6;15/12/2015;111502;W;0;187;1;0;16
344022064MM;M;2015;12;6;11/01/2016;121502;W;0;21;1;0;16
397022023MM;M;2015;5;7;25/05/2015;51502;;0;0;0;0;12
397022023MM;M;2015;6;7;25/05/2015;61502;;0;0;0;0;12
397022023MM;M;2015;7;7;25/05/2015;71502;;0;0;0;0;12
397022023MM;M;2015;8;7;25/05/2015;81502;;0;0;0;0;12
397022023MM;M;2015;9;7;25/05/2015;91502;;0;0;0;0;12
397022023MM;M;2015;10;7;25/05/2015;101502;;0;0;0;0;12
397022023MM;M;2015;11;7;25/05/2015;111502;;0;0;0;0;12
397022023MM;M;2015;12;7;25/05/2015;121502;;0;0;0;0;12
397022023MM;M;2015;4;9;13/05/2015;41502;;0;0;0;0;12
320022333MM;M;2015;9;3;15/10/2015;91502;;0;0;0;1;13
320022333MM;M;2015;10;6;02/12/2015;111502;E;92;11;2;1;13
320022333MM;M;2015;11;6;15/12/2015;111502;W;0;37;1;1;13
320022333MM;M;2015;12;6;11/01/2016;121502;W;0;30;1;1;13
322022335MM;M;2015;3;7;29/04/2015;41502;;0;0;0;1;11
322022335MM;M;2015;4;7;29/04/2015;41502;;0;0;0;1;11
322022335MM;M;2015;5;7;29/04/2015;51502;;0;0;0;1;11
322022335MM;M;2015;6;7;29/04/2015;61502;;0;0;0;1;11
322022335MM;M;2015;7;7;29/04/2015;71502;;0;0;0;1;11
322022335MM;M;2015;8;7;29/04/2015;81502;;0;0;0;1;11
322022335MM;M;2015;9;7;29/04/2015;91502;;0;0;0;1;11
322022335MM;M;2015;10;7;29/04/2015;101502;;0;0;0;1;11
322022335MM;M;2015;11;7;29/04/2015;111502;;0;0;0;1;11
322022335MM;M;2015;12;7;29/04/2015;121502;;0;0;0;1;11
322022335MM;M;2015;1;9;04/02/2015;11502;;0;264;6;1;11
322022335MM;M;2015;2;9;27/02/2015;21502;;0;0;0;1;11
364022682SS;S;2015;9;6;13/10/2015;91502;W;0;12;1;0;14
364022682SS;S;2015;10;6;04/11/2015;101502;W;0;14;1;0;14
364022682SS;S;2015;11;6;02/12/2015;111502;W;0;6;1;0;14
364022682SS;S;2015;12;6;11/01/2016;121502;W;0;13;1;0;14
393022822MM;M;2015;3;7;29/04/2015;41502;;0;0;0;1;12
393022822MM;M;2015;4;7;29/04/2015;41502;;0;0;0;1;12
393022822MM;M;2015;5;7;29/04/2015;51502;;0;0;0;1;12
393022822MM;M;2015;6;7;29/04/2015;61502;;0;0;0;1;12
393022822MM;M;2015;7;7;29/04/2015;71502;;0;0;0;1;12
393022822MM;M;2015;8;7;29/04/2015;81502;;0;0;0;1;12
393022822MM;M;2015;9;7;29/04/2015;91502;;0;0;0;1;12
393022822MM;M;2015;10;7;29/04/2015;101502;;0;0;0;1;12
393022822MM;M;2015;11;7;29/04/2015;111502;;0;0;0;1;12
393022822MM;M;2015;12;7;29/04/2015;121502;;0;0;0;1;12
393022822MM;M;2015;1;9;12/02/2015;11502;;0;0;0;1;12
393022822MM;M;2015;2;9;27/02/2015;31502;;0;0;0;1;12
397022840MM;M;2015;1;6;03/02/2015;11502;W;0;108;1;0;14
397022840MM;M;2015;2;6;05/03/2015;21502;W;0;23;1;0;14
397022840MM;M;2015;3;6;06/04/2015;31502;W;0;29;1;0;14
397022840MM;M;2015;4;6;08/05/2015;41502;W;0;13;1;0;14
397022840MM;M;2015;5;6;08/06/2015;51502;W;0;13;1;0;14
397022840MM;M;2015;6;6;08/07/2015;61502;W;0;11;1;0;14
397022840MM;M;2015;7;6;05/08/2015;71502;W;0;10;1;0;14
397022840MM;M;2015;8;6;21/09/2015;91502;W;0;12;1;0;14
397022840MM;M;2015;9;6;08/10/2015;91502;W;0;145;1;0;14
397022840MM;M;2015;10;6;09/11/2015;101502;W;0;10;1;0;14
397022840MM;M;2015;11;6;02/12/2015;111502;W;0;12;1;0;14
397022840MM;M;2015;12;6;15/01/2016;121502;W;0;9;1;0;14
328022968MM;M;2015;1;6;03/02/2015;11502;W;0;47;1;1;14
328022968MM;M;2015;2;6;11/03/2015;21502;W;0;21;1;1;14
328022968MM;M;2015;3;6;10/04/2015;31502;W;0;34;1;1;14
328022968MM;M;2015;4;6;18/05/2015;41502;W;0;20;1;1;14
328022968MM;M;2015;5;6;18/06/2015;51502;W;0;18;1;1;14
328022968MM;M;2015;6;6;06/07/2015;61502;W;0;14;1;1;14
328022968MM;M;2015;7;6;08/09/2015;81502;W;0;19;1;1;14
328022968MM;M;2015;8;6;07/09/2015;81502;W;0;14;1;1;14
328022968MM;M;2015;9;6;06/10/2015;91502;W;0;11;1;1;14
328022968MM;M;2015;10;6;10/11/2015;101502;W;0;9;1;1;14
328022968MM;M;2015;11;6;03/12/2015;111502;W;0;14;1;1;14
328022968MM;M;2015;12;6;11/01/2016;121502;W;0;11;1;1;14
4900725300S;S;2015;1;6;23/02/2015;11502;W;0;12;1;0;16
4900725300S;S;2015;2;6;25/03/2015;21502;W;0;4;1;0;16
4900725300S;S;2015;3;6;24/04/2015;31502;W;0;3;1;0;16
4900725300S;S;2015;4;6;10/06/2015;51502;W;0;6;1;0;16
4900725300S;S;2015;5;6;09/06/2015;51502;W;0;9;1;0;16
4900725300S;S;2015;6;6;10/07/2015;61502;W;0;8;1;0;16
4900725300S;S;2015;7;6;13/08/2015;71502;W;0;4;1;0;16
4900725300S;S;2015;8;6;22/09/2015;81502;W;0;5;1;0;16
4900725300S;S;2015;9;6;08/10/2015;91502;W;0;6;1;0;16
4900725300S;S;2015;10;6;12/11/2015;101502;W;0;10;1;0;16
4900725300S;S;2015;11;6;22/12/2015;111502;W;0;25;1;0;16
4900725300S;S;2015;12;6;22/01/2016;121502;W;0;9;1;0;16
365033037MM;M;2015;4;3;15/05/2015;41502;;0;0;0;0;12
365033037MM;M;2015;5;3;18/06/2015;51502;;0;0;0;0;12
365033037MM;M;2015;6;3;27/11/2015;111502;;0;0;0;0;12
365033037MM;M;2015;7;3;11/08/2015;71502;;0;0;0;0;12
365033037MM;M;2015;8;9;17/09/2015;81502;;0;0;0;0;12
365033037MM;M;2015;9;9;27/11/2015;111502;;0;0;0;0;12
365033037MM;M;2015;10;9;04/11/2015;101502;;0;0;0;0;12
365033037MM;M;2015;11;9;27/11/2015;111502;;0;0;0;0;12
365033037MM;M;2015;12;9;15/01/2016;121502;;0;0;0;0;12
390033150MM;M;2015;1;6;18/02/2015;11502;W;0;34;1;1;0
390033150MM;M;2015;2;6;12/03/2015;21502;W;0;30;1;1;0
390033150MM;M;2015;3;6;14/04/2015;31502;W;0;7;1;1;0
390033150MM;M;2015;4;6;18/05/2015;41502;W;0;9;1;1;0
390033150MM;M;2015;5;6;19/06/2015;61502;W;0;34;1;1;0
390033150MM;M;2015;6;6;13/07/2015;61502;W;0;50;2;1;0
390033150MM;M;2015;7;6;27/08/2015;81502;W;0;18;1;1;0
390033150MM;M;2015;8;6;14/09/2015;81502;W;0;9;1;1;0
390033150MM;M;2015;9;6;06/10/2015;91502;W;0;10;1;1;0
390033150MM;M;2015;10;6;04/11/2015;101502;W;0;11;1;1;0
390033150MM;M;2015;11;6;10/12/2015;111502;W;0;10;1;1;0
390033150MM;M;2015;12;6;15/01/2016;121502;W;0;10;1;1;0
343033306MM;M;2015;1;6;04/02/2015;11502;W;0;13;1;1;12
343033306MM;M;2015;2;6;05/03/2015;21502;W;0;17;1;1;12
343033306MM;M;2015;3;6;07/04/2015;31502;W;0;12;1;1;12
343033306MM;M;2015;4;6;04/05/2015;41502;W;0;17;1;1;12
343033306MM;M;2015;5;6;04/06/2015;51502;W;0;15;1;1;12
343033306MM;M;2015;6;6;02/07/2015;61502;W;0;17;1;1;12
343033306MM;M;2015;7;6;05/08/2015;71502;W;0;11;1;1;12
343033306MM;M;2015;8;6;07/09/2015;81502;W;0;11;1;1;12
343033306MM;M;2015;9;6;09/10/2015;91502;W;0;14;1;1;12
343033306MM;M;2015;10;6;03/11/2015;101502;W;0;49;1;1;12
343033306MM;M;2015;11;6;03/12/2015;111502;W;0;27;1;1;12
343033306MM;M;2015;12;6;18/01/2016;121502;W;0;99;3;1;12
346033380MM;M;2015;1;6;03/02/2015;11502;W;0;62;1;1;0
346033380MM;M;2015;2;6;04/03/2015;21502;W;0;55;2;1;0
346033380MM;M;2015;3;6;07/04/2015;31502;W;0;23;1;1;0
346033380MM;M;2015;4;6;06/05/2015;41502;W;0;22;1;1;0
346033380MM;M;2015;5;6;02/06/2015;51502;W;0;20;1;1;0
346033380MM;M;2015;6;6;02/07/2015;61502;W;0;17;1;1;0
346033380MM;M;2015;7;6;04/08/2015;71502;W;0;9;1;1;0
346033380MM;M;2015;8;6;07/09/2015;81502;W;0;13;1;1;0
346033380MM;M;2015;9;6;07/10/2015;91502;W;0;13;1;1;0
346033380MM;M;2015;10;6;03/11/2015;101502;W;0;14;1;1;0
346033380MM;M;2015;11;6;01/12/2015;111502;W;0;11;1;1;0
346033380MM;M;2015;12;6;18/01/2016;121502;W;0;75;2;1;0
385033648MM;M;2015;1;6;12/02/2015;11502;W;0;43;1;0;0
385033648MM;M;2015;2;6;17/03/2015;21502;W;0;31;1;0;0
385033648MM;M;2015;3;6;08/04/2015;31502;W;0;28;1;0;0
385033648MM;M;2015;4;6;06/05/2015;41502;W;0;38;1;0;0
385033648MM;M;2015;5;6;18/06/2015;51502;W;0;58;3;0;0
385033648MM;M;2015;6;6;06/07/2015;61502;W;0;27;1;0;0
385033648MM;M;2015;7;6;14/08/2015;71502;W;0;26;1;0;0
385033648MM;M;2015;8;6;10/09/2015;81502;W;0;13;1;0;0
385033648MM;M;2015;9;6;09/10/2015;91502;W;0;17;1;0;0
385033648MM;M;2015;10;6;09/11/2015;101502;W;0;19;2;0;0
385033648MM;M;2015;11;6;17/12/2015;111502;W;0;32;1;0;0
385033648MM;M;2015;12;6;15/01/2016;121502;W;0;29;1;0;0
320033835MM;M;2015;1;6;03/02/2015;11502;W;0;44;1;1;11
320033835MM;M;2015;2;6;04/03/2015;21502;W;0;269;2;1;11
320033835MM;M;2015;3;6;17/04/2015;31502;W;0;566;2;1;11
320033835MM;M;2015;4;6;04/05/2015;41502;W;0;53;1;1;11
320033835MM;M;2015;5;6;02/06/2015;51502;W;0;72;1;1;11
320033835MM;M;2015;6;6;01/07/2015;61502;W;0;59;1;1;11
320033835MM;M;2015;7;6;04/08/2015;71502;W;0;20;1;1;11
320033835MM;M;2015;8;6;02/09/2015;81502;W;0;44;1;1;11
320033835MM;M;2015;9;6;13/10/2015;91502;W;0;90;1;1;11
320033835MM;M;2015;10;6;05/11/2015;101502;W;0;50;1;1;11
320033835MM;M;2015;11;6;02/12/2015;111502;W;0;48;1;1;11
320033835MM;M;2015;12;6;11/01/2016;121502;W;0;46;1;1;11
341033862MM;M;2015;1;6;05/02/2015;11502;W;0;30;1;1;0
341033862MM;M;2015;2;6;05/03/2015;21502;W;0;22;1;1;0
341033862MM;M;2015;3;6;07/04/2015;31502;W;0;22;1;1;0
341033862MM;M;2015;4;6;08/05/2015;41502;W;0;12;1;1;0
341033862MM;M;2015;5;6;18/06/2015;51502;W;0;70;2;1;0
341033862MM;M;2015;6;6;06/07/2015;61502;W;0;26;1;1;0
341033862MM;M;2015;7;6;12/08/2015;71502;W;0;99;1;1;0
341033862MM;M;2015;8;6;07/09/2015;81502;W;0;9;1;1;0
341033862MM;M;2015;9;6;07/10/2015;91502;W;0;26;2;1;0
341033862MM;M;2015;10;6;04/11/2015;101502;W;0;32;1;1;0
341033862MM;M;2015;11;6;03/12/2015;111502;W;0;18;1;1;0
341033862MM;M;2015;12;6;11/01/2016;121502;W;0;27;1;1;0
300033900MM;M;2015;1;6;03/02/2015;11502;W;0;48;1;0;12
300033900MM;M;2015;2;6;03/03/2015;21502;W;0;24;1;0;12
300033900MM;M;2015;3;6;01/04/2015;31502;W;0;9;1;0;12
300033900MM;M;2015;4;6;05/05/2015;41502;W;0;8;1;0;12
300033900MM;M;2015;5;6;02/06/2015;51502;W;0;67;1;0;12
300033900MM;M;2015;6;6;01/07/2015;61502;W;0;15;1;0;12
300033900MM;M;2015;7;6;14/08/2015;71502;W;0;55;2;0;12
300033900MM;M;2015;8;6;01/09/2015;81502;W;0;9;1;0;12
300033900MM;M;2015;9;6;05/10/2015;91502;W;0;18;1;0;12
300033900MM;M;2015;10;6;03/11/2015;101502;W;0;9;1;0;12
300033900MM;M;2015;11;6;02/12/2015;111502;W;0;11;1;0;12
300033900MM;M;2015;12;6;11/01/2016;121502;W;0;17;1;0;12
306033912MM;M;2015;9;6;15/10/2015;91502;W;0;64;2;0;12
306033912MM;M;2015;10;6;09/11/2015;101502;W;0;9;1;0;12
306033912MM;M;2015;11;6;09/12/2015;111502;W;0;84;1;0;12
306033912MM;M;2015;12;6;13/01/2016;121502;W;0;62;1;0;12
311033913MM;M;2015;1;6;06/02/2015;11502;T;18;68;1;0;0
311033913MM;M;2015;2;6;05/03/2015;21502;T;22;21;1;0;0
311033913MM;M;2015;3;6;07/04/2015;31502;T;23;15;1;0;0
311033913MM;M;2015;4;6;07/05/2015;41502;T;30;101;1;0;0
311033913MM;M;2015;5;6;05/06/2015;51502;T;28;21;1;0;0
311033913MM;M;2015;6;6;06/07/2015;61502;T;25;24;1;0;0
311033913MM;M;2015;7;6;13/08/2015;71502;T;20;19;1;0;0
311033913MM;M;2015;8;6;08/09/2015;81502;T;27;13;1;0;0
311033913MM;M;2015;9;6;13/10/2015;91502;T;23;156;3;0;0
311033913MM;M;2015;10;6;05/11/2015;101502;T;27;39;1;0;0
311033913MM;M;2015;11;6;03/12/2015;111502;T;27;24;1;0;0
311033913MM;M;2015;12;6;11/01/2016;121502;T;19;30;1;0;0
319033979MM;M;2015;1;6;16/02/2015;11502;W;0;38;1;0;0
319033979MM;M;2015;2;6;09/03/2015;21502;W;0;43;1;0;0
319033979MM;M;2015;3;6;07/04/2015;31502;W;0;25;1;0;0
319033979MM;M;2015;4;6;07/05/2015;41502;W;0;28;1;0;0
319033979MM;M;2015;5;6;05/06/2015;51502;W;0;40;1;0;0
319033979MM;M;2015;6;6;03/07/2015;61502;W;0;25;2;0;0
319033979MM;M;2015;7;6;18/08/2015;71502;W;0;10;1;0;0
319033979MM;M;2015;8;6;09/09/2015;81502;W;0;13;1;0;0
319033979MM;M;2015;9;6;07/10/2015;91502;W;0;15;1;0;0
319033979MM;M;2015;10;6;05/11/2015;101502;W;0;12;1;0;0
319033979MM;M;2015;11;6;05/12/2015;111502;W;0;18;1;0;0
319033979MM;M;2015;12;6;11/01/2016;121502;W;0;24;1;0;0
346033990MM;M;2015;4;3;18/05/2015;41502;;0;0;0;0;0
346033990MM;M;2015;5;3;17/06/2015;51502;;0;0;0;0;0
346033990MM;M;2015;6;3;14/07/2015;61502;;0;0;0;0;0
346033990MM;M;2015;7;9;30/09/2015;91502;;0;0;0;0;0
346033990MM;M;2015;8;9;14/09/2015;81502;;0;0;0;0;0
346033990MM;M;2015;9;9;30/09/2015;91502;;0;0;0;0;0
346033990MM;M;2015;10;9;29/10/2015;101502;;0;0;0;0;0
346033990MM;M;2015;11;9;27/11/2015;111502;;0;0;0;0;0
346033990MM;M;2015;12;9;27/11/2015;121502;;0;0;0;0;0
392043003MM;M;2015;1;6;09/02/2015;11502;E;24;16;2;0;0
392043003MM;M;2015;2;6;09/03/2015;21502;E;25;15;1;0;0
392043003MM;M;2015;3;6;07/04/2015;31502;E;27;9;1;0;0
392043003MM;M;2015;4;6;07/05/2015;41502;E;25;24;1;0;0
392043003MM;M;2015;5;6;09/06/2015;51502;E;23;8;1;0;0
392043003MM;M;2015;6;6;13/07/2015;61502;T;19;59;1;0;0
392043003MM;M;2015;7;6;01/09/2015;81502;T;35;47;1;0;0
392043003MM;M;2015;9;6;02/10/2015;91502;E;76;10;1;0;0
392043003MM;M;2015;10;6;05/11/2015;101502;E;49;93;2;0;0
392043003MM;M;2015;11;6;04/12/2015;111502;E;61;8;1;0;0
392043003MM;M;2015;12;6;11/01/2016;121502;E;42;87;1;0;0
392043003MM;M;2015;8;10;01/09/2015;81502;T;22;74;2;0;0
386043150MM;M;2015;9;6;06/11/2015;101502;C;92;10;1;0;13
386043150MM;M;2015;10;6;17/11/2015;101502;W;0;9;1;0;13
386043150MM;M;2015;11;6;16/12/2015;111502;T;802;244;3;0;13
386043150MM;M;2015;12;6;13/01/2016;121502;T;211;14;1;0;13
343043201MM;M;2015;1;6;05/02/2015;11502;W;0;130;1;0;11
343043201MM;M;2015;2;6;16/03/2015;21502;W;0;54;1;0;11
343043201MM;M;2015;3;6;16/04/2015;31502;W;0;22;1;0;11
343043201MM;M;2015;4;6;06/05/2015;41502;W;0;71;1;0;11
343043201MM;M;2015;5;6;10/06/2015;51502;W;0;67;1;0;11
343043201MM;M;2015;6;6;09/07/2015;61502;W;0;59;1;0;11
343043201MM;M;2015;7;6;12/08/2015;71502;W;0;65;1;0;11
343043201MM;M;2015;8;6;10/09/2015;81502;W;0;48;2;0;11
343043201MM;M;2015;9;6;06/10/2015;91502;W;0;11;1;0;11
343043201MM;M;2015;10;6;13/11/2015;101502;W;0;20;1;0;11
343043201MM;M;2015;11;6;02/12/2015;111502;W;0;79;1;0;11
343043201MM;M;2015;12;6;18/01/2016;121502;W;0;133;4;0;11
356043215SS;S;2015;1;6;17/02/2015;11502;W;0;7;1;1;0
356043215SS;S;2015;2;6;03/03/2015;21502;W;0;4;1;1;0
356043215SS;S;2015;3;6;06/04/2015;31502;W;0;12;1;1;0
356043215SS;S;2015;4;6;19/05/2015;41502;W;0;45;2;1;0
356043215SS;S;2015;5;6;02/06/2015;51502;W;0;9;1;1;0
356043215SS;S;2015;6;6;01/07/2015;61502;W;0;23;1;1;0
356043215SS;S;2015;7;6;12/08/2015;71502;W;0;6;1;1;0
356043215SS;S;2015;8;6;07/09/2015;81502;W;0;19;1;1;0
356043215SS;S;2015;9;6;07/10/2015;91502;W;0;20;2;1;0
356043215SS;S;2015;10;6;16/11/2015;101502;W;0;28;2;1;0
356043215SS;S;2015;11;6;01/12/2015;111502;W;0;5;1;1;0
356043215SS;S;2015;12;6;19/01/2016;121502;W;0;175;5;1;0
350043239SS;S;2015;1;6;03/02/2015;11502;W;0;34;1;0;0
350043239SS;S;2015;2;6;02/03/2015;21502;W;0;6;1;0;0
350043239SS;S;2015;3;6;01/04/2015;31502;W;0;4;1;0;0
350043239SS;S;2015;4;6;04/05/2015;41502;W;0;33;1;0;0
350043239SS;S;2015;5;6;02/06/2015;51502;W;0;12;1;0;0
350043239SS;S;2015;6;6;01/07/2015;61502;W;0;22;1;0;0
350043239SS;S;2015;7;6;18/08/2015;71502;W;0;3;1;0;0
350043239SS;S;2015;8;6;07/09/2015;81502;W;0;13;1;0;0
350043239SS;S;2015;9;6;07/10/2015;91502;W;0;7;1;0;0
350043239SS;S;2015;10;6;03/11/2015;101502;W;0;8;1;0;0
350043239SS;S;2015;11;6;02/12/2015;111502;W;0;9;1;0;0
350043239SS;S;2015;12;6;12/01/2016;121502;W;0;28;1;0;0
357043243SS;S;2015;1;10;23/02/2015;11502;;0;55;1;1;13
357043243SS;S;2015;2;10;04/03/2015;21502;;0;0;0;1;13
357043243SS;S;2015;3;10;22/04/2015;31502;;0;0;0;1;13
357043243SS;S;2015;4;10;19/05/2015;41502;;0;0;0;1;13
357043243SS;S;2015;5;10;22/06/2015;51502;;0;0;0;1;13
357043243SS;S;2015;6;10;01/07/2015;61502;;0;0;0;1;13
357043243SS;S;2015;7;10;19/08/2015;71502;;0;0;0;1;13
357043243SS;S;2015;8;10;27/08/2015;81502;;0;0;0;1;13
357043243SS;S;2015;9;10;02/10/2015;91502;;0;0;0;1;13
357043243SS;S;2015;10;10;05/11/2015;101502;;0;0;0;1;13
357043243SS;S;2015;11;10;17/12/2015;111502;;0;0;0;1;13
357043243SS;S;2015;12;10;19/01/2016;121502;;0;0;0;1;13
334043486MM;M;2015;1;6;04/02/2015;11502;W;0;50;1;1;14
334043486MM;M;2015;2;6;03/03/2015;21502;W;0;26;1;1;14
334043486MM;M;2015;3;6;06/04/2015;31502;W;0;12;1;1;14
334043486MM;M;2015;4;6;05/05/2015;41502;W;0;22;1;1;14
334043486MM;M;2015;5;6;03/06/2015;51502;W;0;12;1;1;14
334043486MM;M;2015;6;6;02/07/2015;61502;W;0;13;1;1;14
334043486MM;M;2015;7;6;06/08/2015;71502;W;0;11;1;1;14
334043486MM;M;2015;8;6;01/09/2015;81502;W;0;9;1;1;14
334043486MM;M;2015;9;6;05/10/2015;91502;W;0;12;1;1;14
334043486MM;M;2015;10;6;12/11/2015;101502;W;0;11;1;1;14
334043486MM;M;2015;11;6;02/12/2015;111502;W;0;12;1;1;14
334043486MM;M;2015;12;6;11/01/2016;121502;W;0;155;1;1;14
366043521MM;M;2015;1;6;10/02/2015;11502;W;0;61;1;1;12
366043521MM;M;2015;2;6;09/03/2015;21502;W;0;98;1;1;12
366043521MM;M;2015;3;6;08/04/2015;31502;W;0;148;1;1;12
366043521MM;M;2015;4;6;05/05/2015;41502;W;0;147;1;1;12
366043521MM;M;2015;5;6;09/06/2015;51502;W;0;173;1;1;12
366043521MM;M;2015;6;6;08/07/2015;61502;W;0;136;1;1;12
366043521MM;M;2015;7;6;07/08/2015;71502;W;0;48;1;1;12
366043521MM;M;2015;8;6;07/09/2015;81502;W;0;74;1;1;12
366043521MM;M;2015;9;6;07/10/2015;91502;W;0;81;1;1;12
366043521MM;M;2015;10;6;09/11/2015;101502;W;0;49;1;1;12
366043521MM;M;2015;11;6;05/12/2015;111502;W;0;29;1;1;12
366043521MM;M;2015;12;6;11/01/2016;121502;W;0;58;1;1;12
366043586MM;M;2015;9;9;13/10/2015;91502;;0;0;0;0;12
366043586MM;M;2015;10;9;29/10/2015;101502;;0;0;0;0;12
366043586MM;M;2015;11;9;27/11/2015;111502;;0;0;0;0;12
366043586MM;M;2015;12;9;27/11/2015;121502;;0;0;0;0;12
389043511SS;S;2015;1;6;05/02/2015;11502;W;0;7;1;0;12
389043511SS;S;2015;2;6;23/03/2015;21502;E;63;5;1;0;12
389043511SS;S;2015;3;6;23/04/2015;31502;W;0;48;1;0;12
389043511SS;S;2015;4;6;08/05/2015;41502;W;0;6;1;0;12
389043511SS;S;2015;5;6;18/06/2015;51502;W;0;39;1;0;12
389043511SS;S;2015;6;6;21/07/2015;61502;W;0;32;1;0;12
389043511SS;S;2015;7;6;20/08/2015;71502;W;0;9;1;0;12
389043511SS;S;2015;8;6;08/09/2015;81502;W;0;8;1;0;12
389043511SS;S;2015;9;6;13/10/2015;91502;W;0;6;1;0;12
389043511SS;S;2015;10;6;09/11/2015;101502;W;0;6;1;0;12
389043511SS;S;2015;11;6;14/12/2015;111502;W;0;6;1;0;12
389043511SS;S;2015;12;6;20/01/2016;121502;W;0;11;1;0;12
380043520SS;S;2015;9;6;26/10/2015;91502;W;0;17;1;0;16
380043520SS;S;2015;10;6;10/11/2015;101502;W;0;6;1;0;16
380043520SS;S;2015;11;6;09/12/2015;111502;W;0;5;1;0;16
380043520SS;S;2015;12;6;11/01/2016;121502;W;0;5;1;0;16
398043544SS;S;2015;1;6;03/02/2015;11502;W;0;9;1;0;16
398043544SS;S;2015;2;6;03/03/2015;21502;W;0;3;1;0;16
398043544SS;S;2015;3;6;06/04/2015;31502;W;0;18;1;0;16
398043544SS;S;2015;4;6;06/05/2015;41502;W;0;13;1;0;16
398043544SS;S;2015;5;6;05/06/2015;51502;W;0;13;1;0;16
398043544SS;S;2015;6;6;06/07/2015;61502;W;0;13;1;0;16
398043544SS;S;2015;7;6;18/08/2015;71502;W;0;9;1;0;16
398043544SS;S;2015;8;6;07/09/2015;81502;W;0;50;1;0;16
398043544SS;S;2015;9;6;07/10/2015;91502;W;0;9;1;0;16
398043544SS;S;2015;10;6;05/11/2015;101502;W;0;10;1;0;16
398043544SS;S;2015;11;6;02/12/2015;111502;W;0;11;1;0;16
398043544SS;S;2015;12;6;11/01/2016;121502;W;0;16;1;0;16
399043584SS;S;2015;1;6;05/02/2015;11502;W;0;51;1;0;11
399043584SS;S;2015;2;6;04/03/2015;21502;W;0;25;1;0;11
399043584SS;S;2015;3;6;01/04/2015;31502;W;0;6;1;0;11
399043584SS;S;2015;4;6;04/05/2015;41502;W;0;26;1;0;11
399043584SS;S;2015;5;6;23/06/2015;51502;W;0;32;2;0;11
